chr_r1,start_r1,end_r1,name_r1,chr_r2,start_r2,end_r2,name_r2,label
chr1,1309906,1310906,chr1:1306643..1310474,chr1,1446541,1447541,chr1:1445527..1448886,1
chr1,1311906,1312906,chr1:1311906..1312906,chr1,1448541,1449541,chr1:1448541..1449541,0
chr1,1307906,1308906,chr1:1307906..1308906,chr1,1444541,1445541,chr1:1444541..1445541,0
chr1,1309906,1310906,chr1:1309906..1310906,chr1,1448541,1449541,chr1:1448541..1449541,0
chr1,1307906,1308906,chr1:1307906..1308906,chr1,1446541,1447541,chr1:1446541..1447541,0
chr1,1310259,1311259,chr1:1307816..1312215,chr1,1406734,1407734,chr1:1407136..1409547,1
chr1,1312259,1313259,chr1:1312259..1313259,chr1,1408734,1409734,chr1:1408734..1409734,0
chr1,1308259,1309259,chr1:1308259..1309259,chr1,1404734,1405734,chr1:1404734..1405734,0
chr1,1310259,1311259,chr1:1310259..1311259,chr1,1408734,1409734,chr1:1408734..1409734,0
chr1,1308259,1309259,chr1:1308259..1309259,chr1,1406734,1407734,chr1:1406734..1407734,0
chr1,1310528,1311528,chr1:1310877..1313726,chr1,1406254,1407254,chr1:1405397..1407027,1
chr1,1312528,1313528,chr1:1312528..1313528,chr1,1408254,1409254,chr1:1408254..1409254,0
chr1,1308528,1309528,chr1:1308528..1309528,chr1,1404254,1405254,chr1:1404254..1405254,0
chr1,1310528,1311528,chr1:1310528..1311528,chr1,1408254,1409254,chr1:1408254..1409254,0
chr1,1308528,1309528,chr1:1308528..1309528,chr1,1406254,1407254,chr1:1406254..1407254,0
chr1,1334259,1335259,chr1:1331163..1335062,chr1,1406406,1407406,chr1:1405764..1409819,1
chr1,1336259,1337259,chr1:1336259..1337259,chr1,1408406,1409406,chr1:1408406..1409406,0
chr1,1332259,1333259,chr1:1332259..1333259,chr1,1404406,1405406,chr1:1404406..1405406,0
chr1,1334259,1335259,chr1:1334259..1335259,chr1,1408406,1409406,chr1:1408406..1409406,0
chr1,1332259,1333259,chr1:1332259..1333259,chr1,1406406,1407406,chr1:1406406..1407406,0
chr1,1336262,1337262,chr1:1335473..1338052,chr1,1509964,1510964,chr1:1510131..1512493,1
chr1,1338262,1339262,chr1:1338262..1339262,chr1,1511964,1512964,chr1:1511964..1512964,0
chr1,1334262,1335262,chr1:1334262..1335262,chr1,1507964,1508964,chr1:1507964..1508964,0
chr1,1336262,1337262,chr1:1336262..1337262,chr1,1511964,1512964,chr1:1511964..1512964,0
chr1,1334262,1335262,chr1:1334262..1335262,chr1,1509964,1510964,chr1:1509964..1510964,0
chr1,1406406,1407406,chr1:1405557..1407704,chr1,1550365,1551365,chr1:1549342..1551195,1
chr1,1408406,1409406,chr1:1408406..1409406,chr1,1552365,1553365,chr1:1552365..1553365,0
chr1,1404406,1405406,chr1:1404406..1405406,chr1,1548365,1549365,chr1:1548365..1549365,0
chr1,1406406,1407406,chr1:1406406..1407406,chr1,1552365,1553365,chr1:1552365..1553365,0
chr1,1404406,1405406,chr1:1404406..1405406,chr1,1550365,1551365,chr1:1550365..1551365,0
chr1,1446456,1447456,chr1:1445259..1447539,chr1,1550638,1551638,chr1:1550833..1552531,1
chr1,1448456,1449456,chr1:1448456..1449456,chr1,1552638,1553638,chr1:1552638..1553638,0
chr1,1444456,1445456,chr1:1444456..1445456,chr1,1548638,1549638,chr1:1548638..1549638,0
chr1,1446456,1447456,chr1:1446456..1447456,chr1,1552638,1553638,chr1:1552638..1553638,0
chr1,1444456,1445456,chr1:1444456..1445456,chr1,1550638,1551638,chr1:1550638..1551638,0
chr1,1446541,1447541,chr1:1445548..1448624,chr1,1509776,1510776,chr1:1509100..1511897,1
chr1,1448541,1449541,chr1:1448541..1449541,chr1,1511776,1512776,chr1:1511776..1512776,0
chr1,1444541,1445541,chr1:1444541..1445541,chr1,1507776,1508776,chr1:1507776..1508776,0
chr1,1446541,1447541,chr1:1446541..1447541,chr1,1511776,1512776,chr1:1511776..1512776,0
chr1,1444541,1445541,chr1:1444541..1445541,chr1,1509776,1510776,chr1:1509776..1510776,0
chr1,1446692,1447692,chr1:1446675..1448784,chr1,1822385,1823385,chr1:1821681..1824659,1
chr1,1448692,1449692,chr1:1448692..1449692,chr1,1824385,1825385,chr1:1824385..1825385,0
chr1,1444692,1445692,chr1:1444692..1445692,chr1,1820385,1821385,chr1:1820385..1821385,0
chr1,1446692,1447692,chr1:1446692..1447692,chr1,1824385,1825385,chr1:1824385..1825385,0
chr1,1444692,1445692,chr1:1444692..1445692,chr1,1822385,1823385,chr1:1822385..1823385,0
chr1,1509776,1510776,chr1:1501936..1515322,chr1,1550489,1551489,chr1:1548961..1562179,1
chr1,1511776,1512776,chr1:1511776..1512776,chr1,1552489,1553489,chr1:1552489..1553489,0
chr1,1507776,1508776,chr1:1507776..1508776,chr1,1548489,1549489,chr1:1548489..1549489,0
chr1,1509776,1510776,chr1:1509776..1510776,chr1,1552489,1553489,chr1:1552489..1553489,0
chr1,1507776,1508776,chr1:1507776..1508776,chr1,1550489,1551489,chr1:1550489..1551489,0
chr1,1509776,1510776,chr1:1508537..1512051,chr1,1822260,1823260,chr1:1821196..1823151,1
chr1,1511776,1512776,chr1:1511776..1512776,chr1,1824260,1825260,chr1:1824260..1825260,0
chr1,1507776,1508776,chr1:1507776..1508776,chr1,1820260,1821260,chr1:1820260..1821260,0
chr1,1509776,1510776,chr1:1509776..1510776,chr1,1824260,1825260,chr1:1824260..1825260,0
chr1,1507776,1508776,chr1:1507776..1508776,chr1,1822260,1823260,chr1:1822260..1823260,0
chr1,1550489,1551489,chr1:1549723..1552369,chr1,1840157,1841157,chr1:1840178..1843142,1
chr1,1552489,1553489,chr1:1552489..1553489,chr1,1842157,1843157,chr1:1842157..1843157,0
chr1,1548489,1549489,chr1:1548489..1549489,chr1,1838157,1839157,chr1:1838157..1839157,0
chr1,1550489,1551489,chr1:1550489..1551489,chr1,1842157,1843157,chr1:1842157..1843157,0
chr1,1548489,1549489,chr1:1548489..1549489,chr1,1840157,1841157,chr1:1840157..1841157,0
chr1,1709777,1710777,chr1:1708435..1711908,chr1,1822385,1823385,chr1:1820130..1824505,1
chr1,1711777,1712777,chr1:1711777..1712777,chr1,1824385,1825385,chr1:1824385..1825385,0
chr1,1707777,1708777,chr1:1707777..1708777,chr1,1820385,1821385,chr1:1820385..1821385,0
chr1,1709777,1710777,chr1:1709777..1710777,chr1,1824385,1825385,chr1:1824385..1825385,0
chr1,1707777,1708777,chr1:1707777..1708777,chr1,1822385,1823385,chr1:1822385..1823385,0
chr1,1709777,1710777,chr1:1708874..1712886,chr1,1840012,1841012,chr1:1836423..1840714,1
chr1,1711777,1712777,chr1:1711777..1712777,chr1,1842012,1843012,chr1:1842012..1843012,0
chr1,1707777,1708777,chr1:1707777..1708777,chr1,1838012,1839012,chr1:1838012..1839012,0
chr1,1709777,1710777,chr1:1709777..1710777,chr1,1842012,1843012,chr1:1842012..1843012,0
chr1,1707777,1708777,chr1:1707777..1708777,chr1,1840012,1841012,chr1:1840012..1841012,0
chr1,1709777,1710777,chr1:1709522..1711788,chr1,1840370,1841370,chr1:1840737..1842768,1
chr1,1711777,1712777,chr1:1711777..1712777,chr1,1842370,1843370,chr1:1842370..1843370,0
chr1,1707777,1708777,chr1:1707777..1708777,chr1,1838370,1839370,chr1:1838370..1839370,0
chr1,1709777,1710777,chr1:1709777..1710777,chr1,1842370,1843370,chr1:1842370..1843370,0
chr1,1707777,1708777,chr1:1707777..1708777,chr1,1840370,1841370,chr1:1840370..1841370,0
chr1,1822385,1823385,chr1:1817813..1828952,chr1,1840157,1841157,chr1:1836294..1849442,1
chr1,1824385,1825385,chr1:1824385..1825385,chr1,1842157,1843157,chr1:1842157..1843157,0
chr1,1820385,1821385,chr1:1820385..1821385,chr1,1838157,1839157,chr1:1838157..1839157,0
chr1,1822385,1823385,chr1:1822385..1823385,chr1,1842157,1843157,chr1:1842157..1843157,0
chr1,1820385,1821385,chr1:1820385..1821385,chr1,1840157,1841157,chr1:1840157..1841157,0
chr1,2130099,2131099,chr1:2129958..2132715,chr1,2343545,2344545,chr1:2342859..2344790,1
chr1,2132099,2133099,chr1:2132099..2133099,chr1,2345545,2346545,chr1:2345545..2346545,0
chr1,2128099,2129099,chr1:2128099..2129099,chr1,2341545,2342545,chr1:2341545..2342545,0
chr1,2130099,2131099,chr1:2130099..2131099,chr1,2345545,2346545,chr1:2345545..2346545,0
chr1,2128099,2129099,chr1:2128099..2129099,chr1,2343545,2344545,chr1:2343545..2344545,0
chr1,2158936,2159936,chr1:2159191..2161125,chr1,2342938,2343938,chr1:2341633..2343577,1
chr1,2160936,2161936,chr1:2160936..2161936,chr1,2344938,2345938,chr1:2344938..2345938,0
chr1,2156936,2157936,chr1:2156936..2157936,chr1,2340938,2341938,chr1:2340938..2341938,0
chr1,2158936,2159936,chr1:2158936..2159936,chr1,2344938,2345938,chr1:2344938..2345938,0
chr1,2156936,2157936,chr1:2156936..2157936,chr1,2342938,2343938,chr1:2342938..2343938,0
chr1,2344291,2345291,chr1:2342619..2346587,chr1,2457326,2458326,chr1:2456690..2460292,1
chr1,2346291,2347291,chr1:2346291..2347291,chr1,2459326,2460326,chr1:2459326..2460326,0
chr1,2342291,2343291,chr1:2342291..2343291,chr1,2455326,2456326,chr1:2455326..2456326,0
chr1,2344291,2345291,chr1:2344291..2345291,chr1,2459326,2460326,chr1:2459326..2460326,0
chr1,2342291,2343291,chr1:2342291..2343291,chr1,2457326,2458326,chr1:2457326..2458326,0
chr1,2344291,2345291,chr1:2342951..2347793,chr1,2477579,2478579,chr1:2475498..2481244,1
chr1,2346291,2347291,chr1:2346291..2347291,chr1,2479579,2480579,chr1:2479579..2480579,0
chr1,2342291,2343291,chr1:2342291..2343291,chr1,2475579,2476579,chr1:2475579..2476579,0
chr1,2344291,2345291,chr1:2344291..2345291,chr1,2479579,2480579,chr1:2479579..2480579,0
chr1,2342291,2343291,chr1:2342291..2343291,chr1,2477579,2478579,chr1:2477579..2478579,0
chr1,2344117,2345117,chr1:2343174..2345934,chr1,2516936,2517936,chr1:2516352..2518000,1
chr1,2346117,2347117,chr1:2346117..2347117,chr1,2518936,2519936,chr1:2518936..2519936,0
chr1,2342117,2343117,chr1:2342117..2343117,chr1,2514936,2515936,chr1:2514936..2515936,0
chr1,2344117,2345117,chr1:2344117..2345117,chr1,2518936,2519936,chr1:2518936..2519936,0
chr1,2342117,2343117,chr1:2342117..2343117,chr1,2516936,2517936,chr1:2516936..2517936,0
chr1,2457326,2458326,chr1:2456618..2458552,chr1,2516944,2517944,chr1:2516152..2519143,1
chr1,2459326,2460326,chr1:2459326..2460326,chr1,2518944,2519944,chr1:2518944..2519944,0
chr1,2455326,2456326,chr1:2455326..2456326,chr1,2514944,2515944,chr1:2514944..2515944,0
chr1,2457326,2458326,chr1:2457326..2458326,chr1,2518944,2519944,chr1:2518944..2519944,0
chr1,2455326,2456326,chr1:2455326..2456326,chr1,2516944,2517944,chr1:2516944..2517944,0
chr1,2477579,2478579,chr1:2475709..2479948,chr1,2516944,2517944,chr1:2516142..2518975,1
chr1,2479579,2480579,chr1:2479579..2480579,chr1,2518944,2519944,chr1:2518944..2519944,0
chr1,2475579,2476579,chr1:2475579..2476579,chr1,2514944,2515944,chr1:2514944..2515944,0
chr1,2477579,2478579,chr1:2477579..2478579,chr1,2518944,2519944,chr1:2518944..2519944,0
chr1,2475579,2476579,chr1:2475579..2476579,chr1,2516944,2517944,chr1:2516944..2517944,0
chr1,3689604,3690604,chr1:3686913..3690443,chr1,3816687,3817687,chr1:3814740..3818994,1
chr1,3691604,3692604,chr1:3691604..3692604,chr1,3818687,3819687,chr1:3818687..3819687,0
chr1,3687604,3688604,chr1:3687604..3688604,chr1,3814687,3815687,chr1:3814687..3815687,0
chr1,3689604,3690604,chr1:3689604..3690604,chr1,3818687,3819687,chr1:3818687..3819687,0
chr1,3687604,3688604,chr1:3687604..3688604,chr1,3816687,3817687,chr1:3816687..3817687,0
chr1,3693093,3694093,chr1:3691703..3695483,chr1,3816687,3817687,chr1:3815815..3818938,1
chr1,3695093,3696093,chr1:3695093..3696093,chr1,3818687,3819687,chr1:3818687..3819687,0
chr1,3691093,3692093,chr1:3691093..3692093,chr1,3814687,3815687,chr1:3814687..3815687,0
chr1,3693093,3694093,chr1:3693093..3694093,chr1,3818687,3819687,chr1:3818687..3819687,0
chr1,3691093,3692093,chr1:3691093..3692093,chr1,3816687,3817687,chr1:3816687..3817687,0
chr1,3696908,3697908,chr1:3696666..3699507,chr1,3773425,3774425,chr1:3772428..3774456,1
chr1,3698908,3699908,chr1:3698908..3699908,chr1,3775425,3776425,chr1:3775425..3776425,0
chr1,3694908,3695908,chr1:3694908..3695908,chr1,3771425,3772425,chr1:3771425..3772425,0
chr1,3696908,3697908,chr1:3696908..3697908,chr1,3775425,3776425,chr1:3775425..3776425,0
chr1,3694908,3695908,chr1:3694908..3695908,chr1,3773425,3774425,chr1:3773425..3774425,0
chr1,3712613,3713613,chr1:3711344..3713524,chr1,3816687,3817687,chr1:3815935..3819292,1
chr1,3714613,3715613,chr1:3714613..3715613,chr1,3818687,3819687,chr1:3818687..3819687,0
chr1,3710613,3711613,chr1:3710613..3711613,chr1,3814687,3815687,chr1:3814687..3815687,0
chr1,3712613,3713613,chr1:3712613..3713613,chr1,3818687,3819687,chr1:3818687..3819687,0
chr1,3710613,3711613,chr1:3710613..3711613,chr1,3816687,3817687,chr1:3816687..3817687,0
chr1,3773425,3774425,chr1:3772143..3775407,chr1,3816687,3817687,chr1:3815480..3818809,1
chr1,3775425,3776425,chr1:3775425..3776425,chr1,3818687,3819687,chr1:3818687..3819687,0
chr1,3771425,3772425,chr1:3771425..3772425,chr1,3814687,3815687,chr1:3814687..3815687,0
chr1,3773425,3774425,chr1:3773425..3774425,chr1,3818687,3819687,chr1:3818687..3819687,0
chr1,3771425,3772425,chr1:3771425..3772425,chr1,3816687,3817687,chr1:3816687..3817687,0
chr1,6259170,6260170,chr1:6257298..6262928,chr1,6295614,6296614,chr1:6292423..6297726,1
chr1,6261170,6262170,chr1:6261170..6262170,chr1,6297614,6298614,chr1:6297614..6298614,0
chr1,6257170,6258170,chr1:6257170..6258170,chr1,6293614,6294614,chr1:6293614..6294614,0
chr1,6259170,6260170,chr1:6259170..6260170,chr1,6297614,6298614,chr1:6297614..6298614,0
chr1,6257170,6258170,chr1:6257170..6258170,chr1,6295614,6296614,chr1:6295614..6296614,0
chr1,6279862,6280862,chr1:6277118..6280460,chr1,6295273,6296273,chr1:6293428..6295787,1
chr1,6281862,6282862,chr1:6281862..6282862,chr1,6297273,6298273,chr1:6297273..6298273,0
chr1,6277862,6278862,chr1:6277862..6278862,chr1,6293273,6294273,chr1:6293273..6294273,0
chr1,6279862,6280862,chr1:6279862..6280862,chr1,6297273,6298273,chr1:6297273..6298273,0
chr1,6277862,6278862,chr1:6277862..6278862,chr1,6295273,6296273,chr1:6295273..6296273,0
chr1,6453358,6454358,chr1:6450856..6456061,chr1,6614077,6615077,chr1:6613065..6617602,1
chr1,6455358,6456358,chr1:6455358..6456358,chr1,6616077,6617077,chr1:6616077..6617077,0
chr1,6451358,6452358,chr1:6451358..6452358,chr1,6612077,6613077,chr1:6612077..6613077,0
chr1,6453358,6454358,chr1:6453358..6454358,chr1,6616077,6617077,chr1:6616077..6617077,0
chr1,6451358,6452358,chr1:6451358..6452358,chr1,6614077,6615077,chr1:6614077..6615077,0
chr1,6453442,6454442,chr1:6453411..6455282,chr1,6639390,6640390,chr1:6638470..6640128,1
chr1,6455442,6456442,chr1:6455442..6456442,chr1,6641390,6642390,chr1:6641390..6642390,0
chr1,6451442,6452442,chr1:6451442..6452442,chr1,6637390,6638390,chr1:6637390..6638390,0
chr1,6453442,6454442,chr1:6453442..6454442,chr1,6641390,6642390,chr1:6641390..6642390,0
chr1,6451442,6452442,chr1:6451442..6452442,chr1,6639390,6640390,chr1:6639390..6640390,0
chr1,6614077,6615077,chr1:6612052..6616861,chr1,6662961,6663961,chr1:6661302..6666766,1
chr1,6616077,6617077,chr1:6616077..6617077,chr1,6664961,6665961,chr1:6664961..6665961,0
chr1,6612077,6613077,chr1:6612077..6613077,chr1,6660961,6661961,chr1:6660961..6661961,0
chr1,6614077,6615077,chr1:6614077..6615077,chr1,6664961,6665961,chr1:6664961..6665961,0
chr1,6612077,6613077,chr1:6612077..6613077,chr1,6662961,6663961,chr1:6662961..6663961,0
chr1,6614077,6615077,chr1:6613042..6616047,chr1,6639606,6640606,chr1:6639607..6644560,1
chr1,6616077,6617077,chr1:6616077..6617077,chr1,6641606,6642606,chr1:6641606..6642606,0
chr1,6612077,6613077,chr1:6612077..6613077,chr1,6637606,6638606,chr1:6637606..6638606,0
chr1,6614077,6615077,chr1:6614077..6615077,chr1,6641606,6642606,chr1:6641606..6642606,0
chr1,6612077,6613077,chr1:6612077..6613077,chr1,6639606,6640606,chr1:6639606..6640606,0
chr1,6761223,6762223,chr1:6760140..6764362,chr1,6844550,6845550,chr1:6841981..6846529,1
chr1,6763223,6764223,chr1:6763223..6764223,chr1,6846550,6847550,chr1:6846550..6847550,0
chr1,6759223,6760223,chr1:6759223..6760223,chr1,6842550,6843550,chr1:6842550..6843550,0
chr1,6761223,6762223,chr1:6761223..6762223,chr1,6846550,6847550,chr1:6846550..6847550,0
chr1,6759223,6760223,chr1:6759223..6760223,chr1,6844550,6845550,chr1:6844550..6845550,0
chr1,8877117,8878117,chr1:8874327..8880077,chr1,8937859,8938859,chr1:8935948..8940771,1
chr1,8879117,8880117,chr1:8879117..8880117,chr1,8939859,8940859,chr1:8939859..8940859,0
chr1,8875117,8876117,chr1:8875117..8876117,chr1,8935859,8936859,chr1:8935859..8936859,0
chr1,8877117,8878117,chr1:8877117..8878117,chr1,8939859,8940859,chr1:8939859..8940859,0
chr1,8875117,8876117,chr1:8875117..8876117,chr1,8937859,8938859,chr1:8937859..8938859,0
chr1,8877117,8878117,chr1:8874643..8878912,chr1,8916405,8917405,chr1:8914178..8916998,1
chr1,8879117,8880117,chr1:8879117..8880117,chr1,8918405,8919405,chr1:8918405..8919405,0
chr1,8875117,8876117,chr1:8875117..8876117,chr1,8914405,8915405,chr1:8914405..8915405,0
chr1,8877117,8878117,chr1:8877117..8878117,chr1,8918405,8919405,chr1:8918405..8919405,0
chr1,8875117,8876117,chr1:8875117..8876117,chr1,8916405,8917405,chr1:8916405..8917405,0
chr1,8939007,8940007,chr1:8938710..8940304,chr1,11968784,11969784,chr1:11968518..11970051,1
chr1,8941007,8942007,chr1:8941007..8942007,chr1,11970784,11971784,chr1:11970784..11971784,0
chr1,8937007,8938007,chr1:8937007..8938007,chr1,11966784,11967784,chr1:11966784..11967784,0
chr1,8939007,8940007,chr1:8939007..8940007,chr1,11970784,11971784,chr1:11970784..11971784,0
chr1,8937007,8938007,chr1:8937007..8938007,chr1,11968784,11969784,chr1:11968784..11969784,0
chr1,9747048,9748048,chr1:9746655..9749475,chr1,9777276,9778276,chr1:9776621..9778385,1
chr1,9749048,9750048,chr1:9749048..9750048,chr1,9779276,9780276,chr1:9779276..9780276,0
chr1,9745048,9746048,chr1:9745048..9746048,chr1,9775276,9776276,chr1:9775276..9776276,0
chr1,9747048,9748048,chr1:9747048..9748048,chr1,9779276,9780276,chr1:9779276..9780276,0
chr1,9745048,9746048,chr1:9745048..9746048,chr1,9777276,9778276,chr1:9777276..9778276,0
chr1,9970266,9971266,chr1:9968043..9973723,chr1,10002716,10003716,chr1:10001891..10008599,1
chr1,9972266,9973266,chr1:9972266..9973266,chr1,10004716,10005716,chr1:10004716..10005716,0
chr1,9968266,9969266,chr1:9968266..9969266,chr1,10000716,10001716,chr1:10000716..10001716,0
chr1,9970266,9971266,chr1:9970266..9971266,chr1,10004716,10005716,chr1:10004716..10005716,0
chr1,9968266,9969266,chr1:9968266..9969266,chr1,10002716,10003716,chr1:10002716..10003716,0
chr1,10458678,10459678,chr1:10456887..10459867,chr1,10534998,10535998,chr1:10534957..10536960,1
chr1,10460678,10461678,chr1:10460678..10461678,chr1,10536998,10537998,chr1:10536998..10537998,0
chr1,10456678,10457678,chr1:10456678..10457678,chr1,10532998,10533998,chr1:10532998..10533998,0
chr1,10458678,10459678,chr1:10458678..10459678,chr1,10536998,10537998,chr1:10536998..10537998,0
chr1,10456678,10457678,chr1:10456678..10457678,chr1,10534998,10535998,chr1:10534998..10535998,0
chr1,10458563,10459563,chr1:10457604..10459438,chr1,10532559,10533559,chr1:10532689..10534375,1
chr1,10460563,10461563,chr1:10460563..10461563,chr1,10534559,10535559,chr1:10534559..10535559,0
chr1,10456563,10457563,chr1:10456563..10457563,chr1,10530559,10531559,chr1:10530559..10531559,0
chr1,10458563,10459563,chr1:10458563..10459563,chr1,10534559,10535559,chr1:10534559..10535559,0
chr1,10456563,10457563,chr1:10456563..10457563,chr1,10532559,10533559,chr1:10532559..10533559,0
chr1,10458678,10459678,chr1:10457794..10460664,chr1,10490231,10491231,chr1:10487844..10492697,1
chr1,10460678,10461678,chr1:10460678..10461678,chr1,10492231,10493231,chr1:10492231..10493231,0
chr1,10456678,10457678,chr1:10456678..10457678,chr1,10488231,10489231,chr1:10488231..10489231,0
chr1,10458678,10459678,chr1:10458678..10459678,chr1,10492231,10493231,chr1:10492231..10493231,0
chr1,10456678,10457678,chr1:10456678..10457678,chr1,10490231,10491231,chr1:10490231..10491231,0
chr1,10490345,10491345,chr1:10490607..10494447,chr1,10532437,10533437,chr1:10532445..10535163,1
chr1,10492345,10493345,chr1:10492345..10493345,chr1,10534437,10535437,chr1:10534437..10535437,0
