chr_r1,start_r1,end_r1,name_r1,chr_r2,start_r2,end_r2,name_r2,label
chr1,8018915,8019915,chr1:8018915..8019915,chr1,38475861,38476861,chr1:38475861..38476861,0
chr1,8020915,8021915,chr1:8020915..8021915,chr1,38479861,38480861,chr1:38479861..38480861,0
chr1,8018915,8019915,chr1:8018915..8019915,chr1,38477861,38478861,chr1:38477861..38478861,0
chr1,8020924,8021924,chr1:8021059..8021730,chr1,19536379,19537379,chr1:19536451..19537308,1
chr1,8022924,8023924,chr1:8022924..8023924,chr1,19538379,19539379,chr1:19538379..19539379,0
chr1,8018924,8019924,chr1:8018924..8019924,chr1,19534379,19535379,chr1:19534379..19535379,0
chr1,8020924,8021924,chr1:8020924..8021924,chr1,19538379,19539379,chr1:19538379..19539379,0
chr1,8018924,8019924,chr1:8018924..8019924,chr1,19536379,19537379,chr1:19536379..19537379,0
chr1,8021488,8022488,chr1:8021750..8022441,chr1,42800254,42801254,chr1:42800473..42801036,1
chr1,8023488,8024488,chr1:8023488..8024488,chr1,42802254,42803254,chr1:42802254..42803254,0
chr1,8019488,8020488,chr1:8019488..8020488,chr1,42798254,42799254,chr1:42798254..42799254,0
chr1,8021488,8022488,chr1:8021488..8022488,chr1,42802254,42803254,chr1:42802254..42803254,0
chr1,8019488,8020488,chr1:8019488..8020488,chr1,42800254,42801254,chr1:42800254..42801254,0
chr1,8064668,8065668,chr1:8064891..8065446,chr1,145382218,145383218,chr1:145382425..145383011,1
chr1,8066668,8067668,chr1:8066668..8067668,chr1,145384218,145385218,chr1:145384218..145385218,0
chr1,8062668,8063668,chr1:8062668..8063668,chr1,145380218,145381218,chr1:145380218..145381218,0
chr1,8064668,8065668,chr1:8064668..8065668,chr1,145384218,145385218,chr1:145384218..145385218,0
chr1,8062668,8063668,chr1:8062668..8063668,chr1,145382218,145383218,chr1:145382218..145383218,0
chr1,8085527,8086527,chr1:8085533..8086521,chr1,161123466,161124466,chr1:161123691..161124241,1
chr1,8087527,8088527,chr1:8087527..8088527,chr1,161125466,161126466,chr1:161125466..161126466,0
chr1,8083527,8084527,chr1:8083527..8084527,chr1,161121466,161122466,chr1:161121466..161122466,0
chr1,8085527,8086527,chr1:8085527..8086527,chr1,161125466,161126466,chr1:161125466..161126466,0
chr1,8083527,8084527,chr1:8083527..8084527,chr1,161123466,161124466,chr1:161123466..161124466,0
chr1,8085789,8086789,chr1:8085980..8086708,chr1,25756316,25757316,chr1:25756465..25757261,1
chr1,8087789,8088789,chr1:8087789..8088789,chr1,25758316,25759316,chr1:25758316..25759316,0
chr1,8083789,8084789,chr1:8083789..8084789,chr1,25754316,25755316,chr1:25754316..25755316,0
chr1,8085789,8086789,chr1:8085789..8086789,chr1,25758316,25759316,chr1:25758316..25759316,0
chr1,8083789,8084789,chr1:8083789..8084789,chr1,25756316,25757316,chr1:25756316..25757316,0
chr1,8927009,8928009,chr1:8927031..8927987,chr1,101491239,101492239,chr1:101491421..101492319,1
chr1,8929009,8930009,chr1:8929009..8930009,chr1,101493239,101494239,chr1:101493239..101494239,0
chr1,8925009,8926009,chr1:8925009..8926009,chr1,101489239,101490239,chr1:101489239..101490239,0
chr1,8927009,8928009,chr1:8927009..8928009,chr1,101493239,101494239,chr1:101493239..101494239,0
chr1,8925009,8926009,chr1:8925009..8926009,chr1,101491239,101492239,chr1:101491239..101492239,0
chr1,8937479,8938479,chr1:8937559..8938400,chr1,180123291,180124291,chr1:180123331..180124251,1
chr1,8939479,8940479,chr1:8939479..8940479,chr1,180125291,180126291,chr1:180125291..180126291,0
chr1,8935479,8936479,chr1:8935479..8936479,chr1,180121291,180122291,chr1:180121291..180122291,0
chr1,8937479,8938479,chr1:8937479..8938479,chr1,180125291,180126291,chr1:180125291..180126291,0
chr1,8935479,8936479,chr1:8935479..8936479,chr1,180123291,180124291,chr1:180123291..180124291,0
chr1,8937979,8938979,chr1:8938051..8938907,chr1,109968458,109969458,chr1:109968512..109969404,1
chr1,8939979,8940979,chr1:8939979..8940979,chr1,109970458,109971458,chr1:109970458..109971458,0
chr1,8935979,8936979,chr1:8935979..8936979,chr1,109966458,109967458,chr1:109966458..109967458,0
chr1,8937979,8938979,chr1:8937979..8938979,chr1,109970458,109971458,chr1:109970458..109971458,0
chr1,8935979,8936979,chr1:8935979..8936979,chr1,109968458,109969458,chr1:109968458..109969458,0
chr1,8937933,8938933,chr1:8938179..8938688,chr1,40505259,40506259,chr1:40505331..40506188,1
chr1,8939933,8940933,chr1:8939933..8940933,chr1,40507259,40508259,chr1:40507259..40508259,0
chr1,8935933,8936933,chr1:8935933..8936933,chr1,40503259,40504259,chr1:40503259..40504259,0
chr1,8937933,8938933,chr1:8937933..8938933,chr1,40507259,40508259,chr1:40507259..40508259,0
chr1,8935933,8936933,chr1:8935933..8936933,chr1,40505259,40506259,chr1:40505259..40506259,0
chr1,8937970,8938970,chr1:8938189..8938751,chr1,144533414,144534414,chr1:144533626..144534203,1
chr1,8939970,8940970,chr1:8939970..8940970,chr1,144535414,144536414,chr1:144535414..144536414,0
chr1,8935970,8936970,chr1:8935970..8936970,chr1,144531414,144532414,chr1:144531414..144532414,0
chr1,8937970,8938970,chr1:8937970..8938970,chr1,144535414,144536414,chr1:144535414..144536414,0
chr1,8935970,8936970,chr1:8935970..8936970,chr1,144533414,144534414,chr1:144533414..144534414,0
chr1,8938306,8939306,chr1:8938401..8939211,chr1,110752430,110753430,chr1:110752486..110753175,1
chr1,8940306,8941306,chr1:8940306..8941306,chr1,110754430,110755430,chr1:110754430..110755430,0
chr1,8936306,8937306,chr1:8936306..8937306,chr1,110750430,110751430,chr1:110750430..110751430,0
chr1,8938306,8939306,chr1:8938306..8939306,chr1,110754430,110755430,chr1:110754430..110755430,0
chr1,8936306,8937306,chr1:8936306..8937306,chr1,110752430,110753430,chr1:110752430..110753430,0
chr1,8938839,8939839,chr1:8939045..8939633,chr1,245026401,245027401,chr1:245026609..245027193,1
chr1,8940839,8941839,chr1:8940839..8941839,chr1,245028401,245029401,chr1:245028401..245029401,0
chr1,8936839,8937839,chr1:8936839..8937839,chr1,245024401,245025401,chr1:245024401..245025401,0
chr1,8938839,8939839,chr1:8938839..8939839,chr1,245028401,245029401,chr1:245028401..245029401,0
chr1,8936839,8937839,chr1:8936839..8937839,chr1,245026401,245027401,chr1:245026401..245027401,0
chr1,9294620,9295620,chr1:9294855..9295386,chr1,26606254,26607254,chr1:26606466..26607043,1
chr1,9296620,9297620,chr1:9296620..9297620,chr1,26608254,26609254,chr1:26608254..26609254,0
chr1,9292620,9293620,chr1:9292620..9293620,chr1,26604254,26605254,chr1:26604254..26605254,0
chr1,9294620,9295620,chr1:9294620..9295620,chr1,26608254,26609254,chr1:26608254..26609254,0
chr1,9292620,9293620,chr1:9292620..9293620,chr1,26606254,26607254,chr1:26606254..26607254,0
chr1,9488590,9489590,chr1:9488784..9489396,chr1,24284952,24285952,chr1:24285096..24285626,1
chr1,9490590,9491590,chr1:9490590..9491590,chr1,24286952,24287952,chr1:24286952..24287952,0
chr1,9486590,9487590,chr1:9486590..9487590,chr1,24282952,24283952,chr1:24282952..24283952,0
chr1,9488590,9489590,chr1:9488590..9489590,chr1,24286952,24287952,chr1:24286952..24287952,0
chr1,9486590,9487590,chr1:9486590..9487590,chr1,24284952,24285952,chr1:24284952..24285952,0
chr1,9970412,9971412,chr1:9970652..9971321,chr1,186343660,186344660,chr1:186343842..186344380,1
chr1,9972412,9973412,chr1:9972412..9973412,chr1,186345660,186346660,chr1:186345660..186346660,0
chr1,9968412,9969412,chr1:9968412..9969412,chr1,186341660,186342660,chr1:186341660..186342660,0
chr1,9970412,9971412,chr1:9970412..9971412,chr1,186345660,186346660,chr1:186345660..186346660,0
chr1,9968412,9969412,chr1:9968412..9969412,chr1,186343660,186344660,chr1:186343660..186344660,0
chr1,10002891,10003891,chr1:10002941..10003874,chr1,110090848,110091848,chr1:110091079..110091618,1
chr1,10004891,10005891,chr1:10004891..10005891,chr1,110092848,110093848,chr1:110092848..110093848,0
chr1,10000891,10001891,chr1:10000891..10001891,chr1,110088848,110089848,chr1:110088848..110089848,0
chr1,10002891,10003891,chr1:10002891..10003891,chr1,110092848,110093848,chr1:110092848..110093848,0
chr1,10000891,10001891,chr1:10000891..10001891,chr1,110090848,110091848,chr1:110090848..110091848,0
chr1,10269875,10270875,chr1:10269968..10270783,chr1,86046548,86047548,chr1:86046649..86047447,1
chr1,10271875,10272875,chr1:10271875..10272875,chr1,86048548,86049548,chr1:86048548..86049548,0
chr1,10267875,10268875,chr1:10267875..10268875,chr1,86044548,86045548,chr1:86044548..86045548,0
chr1,10269875,10270875,chr1:10269875..10270875,chr1,86048548,86049548,chr1:86048548..86049548,0
chr1,10267875,10268875,chr1:10267875..10268875,chr1,86046548,86047548,chr1:86046548..86047548,0
chr1,11740667,11741667,chr1:11740690..11741426,chr1,151170808,151171808,chr1:151171013..151171603,1
chr1,11742667,11743667,chr1:11742667..11743667,chr1,151172808,151173808,chr1:151172808..151173808,0
chr1,11738667,11739667,chr1:11738667..11739667,chr1,151168808,151169808,chr1:151168808..151169808,0
chr1,11740667,11741667,chr1:11740667..11741667,chr1,151172808,151173808,chr1:151172808..151173808,0
chr1,11738667,11739667,chr1:11738667..11739667,chr1,151170808,151171808,chr1:151170808..151171808,0
chr1,11865397,11866397,chr1:11865688..11866269,chr1,149859349,149860349,chr1:149859452..149860247,1
chr1,11867397,11868397,chr1:11867397..11868397,chr1,149861349,149862349,chr1:149861349..149862349,0
chr1,11863397,11864397,chr1:11863397..11864397,chr1,149857349,149858349,chr1:149857349..149858349,0
chr1,11865397,11866397,chr1:11865397..11866397,chr1,149861349,149862349,chr1:149861349..149862349,0
chr1,11863397,11864397,chr1:11863397..11864397,chr1,149859349,149860349,chr1:149859349..149860349,0
chr1,11967619,11968619,chr1:11967786..11968428,chr1,150549276,150550276,chr1:150549484..150550069,1
chr1,11969619,11970619,chr1:11969619..11970619,chr1,150551276,150552276,chr1:150551276..150552276,0
chr1,11965619,11966619,chr1:11965619..11966619,chr1,150547276,150548276,chr1:150547276..150548276,0
chr1,11967619,11968619,chr1:11967619..11968619,chr1,150551276,150552276,chr1:150551276..150552276,0
chr1,11965619,11966619,chr1:11965619..11966619,chr1,150549276,150550276,chr1:150549276..150550276,0
chr1,11967867,11968867,chr1:11967874..11968861,chr1,161719395,161720395,chr1:161719631..161720159,1
chr1,11969867,11970867,chr1:11969867..11970867,chr1,161721395,161722395,chr1:161721395..161722395,0
chr1,11965867,11966867,chr1:11965867..11966867,chr1,161717395,161718395,chr1:161717395..161718395,0
chr1,11967867,11968867,chr1:11967867..11968867,chr1,161721395,161722395,chr1:161721395..161722395,0
chr1,11965867,11966867,chr1:11965867..11966867,chr1,161719395,161720395,chr1:161719395..161720395,0
chr1,11967782,11968782,chr1:11967924..11968641,chr1,16161631,16162631,chr1:16161807..16162456,1
chr1,11969782,11970782,chr1:11969782..11970782,chr1,16163631,16164631,chr1:16163631..16164631,0
chr1,11965782,11966782,chr1:11965782..11966782,chr1,16159631,16160631,chr1:16159631..16160631,0
chr1,11967782,11968782,chr1:11967782..11968782,chr1,16163631,16164631,chr1:16163631..16164631,0
chr1,11965782,11966782,chr1:11965782..11966782,chr1,16161631,16162631,chr1:16161631..16162631,0
chr1,11967908,11968908,chr1:11967960..11968857,chr1,24119354,24120354,chr1:24119479..24120230,1
chr1,11969908,11970908,chr1:11969908..11970908,chr1,24121354,24122354,chr1:24121354..24122354,0
chr1,11965908,11966908,chr1:11965908..11966908,chr1,24117354,24118354,chr1:24117354..24118354,0
chr1,11967908,11968908,chr1:11967908..11968908,chr1,24121354,24122354,chr1:24121354..24122354,0
chr1,11965908,11966908,chr1:11965908..11966908,chr1,24119354,24120354,chr1:24119354..24120354,0
chr1,11967833,11968833,chr1:11967995..11968672,chr1,28975308,28976308,chr1:28975507..28976305,1
chr1,11969833,11970833,chr1:11969833..11970833,chr1,28977308,28978308,chr1:28977308..28978308,0
chr1,11965833,11966833,chr1:11965833..11966833,chr1,28973308,28974308,chr1:28973308..28974308,0
chr1,11967833,11968833,chr1:11967833..11968833,chr1,28977308,28978308,chr1:28977308..28978308,0
chr1,11965833,11966833,chr1:11965833..11966833,chr1,28975308,28976308,chr1:28975308..28976308,0
chr1,11967995,11968995,chr1:11967996..11968995,chr1,45195996,45196996,chr1:45196057..45196936,1
chr1,11969995,11970995,chr1:11969995..11970995,chr1,45197996,45198996,chr1:45197996..45198996,0
chr1,11965995,11966995,chr1:11965995..11966995,chr1,45193996,45194996,chr1:45193996..45194996,0
chr1,11967995,11968995,chr1:11967995..11968995,chr1,45197996,45198996,chr1:45197996..45198996,0
chr1,11965995,11966995,chr1:11965995..11966995,chr1,45195996,45196996,chr1:45195996..45196996,0
chr1,11967829,11968829,chr1:11968005..11968654,chr1,182808097,182809097,chr1:182808169..182809025,1
chr1,11969829,11970829,chr1:11969829..11970829,chr1,182810097,182811097,chr1:182810097..182811097,0
chr1,11965829,11966829,chr1:11965829..11966829,chr1,182806097,182807097,chr1:182806097..182807097,0
chr1,11967829,11968829,chr1:11967829..11968829,chr1,182810097,182811097,chr1:182810097..182811097,0
chr1,11965829,11966829,chr1:11965829..11966829,chr1,182808097,182809097,chr1:182808097..182809097,0
chr1,11967819,11968819,chr1:11968032..11968606,chr1,224370520,224371520,chr1:224370512..224371497,1
chr1,11969819,11970819,chr1:11969819..11970819,chr1,224372520,224373520,chr1:224372520..224373520,0
chr1,11965819,11966819,chr1:11965819..11966819,chr1,224368520,224369520,chr1:224368520..224369520,0
chr1,11967819,11968819,chr1:11967819..11968819,chr1,224372520,224373520,chr1:224372520..224373520,0
chr1,11965819,11966819,chr1:11965819..11966819,chr1,224370520,224371520,chr1:224370520..224371520,0
chr1,11968017,11969017,chr1:11968033..11969002,chr1,197871180,197872180,chr1:197871180..197871993,1
chr1,11970017,11971017,chr1:11970017..11971017,chr1,197873180,197874180,chr1:197873180..197874180,0
chr1,11966017,11967017,chr1:11966017..11967017,chr1,197869180,197870180,chr1:197869180..197870180,0
chr1,11968017,11969017,chr1:11968017..11969017,chr1,197873180,197874180,chr1:197873180..197874180,0
chr1,11966017,11967017,chr1:11966017..11967017,chr1,197871180,197872180,chr1:197871180..197872180,0
chr1,11968129,11969129,chr1:11968198..11969060,chr1,22109099,22110099,chr1:22109202..22109997,1
chr1,11970129,11971129,chr1:11970129..11971129,chr1,22111099,22112099,chr1:22111099..22112099,0
chr1,11966129,11967129,chr1:11966129..11967129,chr1,22107099,22108099,chr1:22107099..22108099,0
chr1,11968129,11969129,chr1:11968129..11969129,chr1,22111099,22112099,chr1:22111099..22112099,0
chr1,11966129,11967129,chr1:11966129..11967129,chr1,22109099,22110099,chr1:22109099..22110099,0
chr1,11967984,11968984,chr1:11968209..11968760,chr1,243417940,243418940,chr1:243418115..243418766,1
chr1,11969984,11970984,chr1:11969984..11970984,chr1,243419940,243420940,chr1:243419940..243420940,0
chr1,11965984,11966984,chr1:11965984..11966984,chr1,243415940,243416940,chr1:243415940..243416940,0
chr1,11967984,11968984,chr1:11967984..11968984,chr1,243419940,243420940,chr1:243419940..243420940,0
chr1,11965984,11966984,chr1:11965984..11966984,chr1,243417940,243418940,chr1:243417940..243418940,0
chr1,11968023,11969023,chr1:11968266..11968781,chr1,116915629,116916629,chr1:116915863..116916395,1
chr1,11970023,11971023,chr1:11970023..11971023,chr1,116917629,116918629,chr1:116917629..116918629,0
chr1,11966023,11967023,chr1:11966023..11967023,chr1,116913629,116914629,chr1:116913629..116914629,0
chr1,11968023,11969023,chr1:11968023..11969023,chr1,116917629,116918629,chr1:116917629..116918629,0
chr1,11966023,11967023,chr1:11966023..11967023,chr1,116915629,116916629,chr1:116915629..116916629,0
chr1,11968107,11969107,chr1:11968269..11968945,chr1,212458743,212459743,chr1:212458801..212459685,1
chr1,11970107,11971107,chr1:11970107..11971107,chr1,212460743,212461743,chr1:212460743..212461743,0
chr1,11966107,11967107,chr1:11966107..11967107,chr1,212456743,212457743,chr1:212456743..212457743,0
chr1,11968107,11969107,chr1:11968107..11969107,chr1,212460743,212461743,chr1:212460743..212461743,0
chr1,11966107,11967107,chr1:11966107..11967107,chr1,212458743,212459743,chr1:212458743..212459743,0
chr1,11968120,11969120,chr1:11968284..11968956,chr1,150551181,150552181,chr1:150551133..150552229,1
chr1,11970120,11971120,chr1:11970120..11971120,chr1,150553181,150554181,chr1:150553181..150554181,0
chr1,11966120,11967120,chr1:11966120..11967120,chr1,150549181,150550181,chr1:150549181..150550181,0
