chr_r1,start_r1,end_r1,name_r1,chr_r2,start_r2,end_r2,name_r2,label
chr1,114886808,114887808,chr1:114886808..114887808,chr14,23025685,23026685,chr14:23025685..23026685,0
chr1,186344257,186345257,chr1:186344468..186345047,chr14,24422861,24423861,chr14:24423051..24423847,1
chr1,186346257,186347257,chr1:186346257..186347257,chr14,24424861,24425861,chr14:24424861..24425861,0
chr1,186342257,186343257,chr1:186342257..186343257,chr14,24420861,24421861,chr14:24420861..24421861,0
chr1,186344257,186345257,chr1:186344257..186345257,chr14,24424861,24425861,chr14:24424861..24425861,0
chr1,186342257,186343257,chr1:186342257..186343257,chr14,24422861,24423861,chr14:24422861..24423861,0
chr1,226033045,226034045,chr1:226032890..226033728,chr14,71284056,71285056,chr14:71284226..71284855,1
chr1,226035045,226036045,chr1:226035045..226036045,chr14,71286056,71287056,chr14:71286056..71287056,0
chr1,226031045,226032045,chr1:226031045..226032045,chr14,71282056,71283056,chr14:71282056..71283056,0
chr1,226033045,226034045,chr1:226033045..226034045,chr14,71286056,71287056,chr14:71286056..71287056,0
chr1,226031045,226032045,chr1:226031045..226032045,chr14,71284056,71285056,chr14:71284056..71285056,0
chr1,114888648,114889648,chr1:114888869..114889428,chr15,51200327,51201327,chr15:51200557..51201100,1
chr1,114890648,114891648,chr1:114890648..114891648,chr15,51202327,51203327,chr15:51202327..51203327,0
chr1,114886648,114887648,chr1:114886648..114887648,chr15,51198327,51199327,chr15:51198327..51199327,0
chr1,114888648,114889648,chr1:114888648..114889648,chr15,51202327,51203327,chr15:51202327..51203327,0
chr1,114886648,114887648,chr1:114886648..114887648,chr15,51200327,51201327,chr15:51200327..51201327,0
chr1,150140902,150141902,chr1:150140887..150141824,chr15,74256930,74257930,chr15:74257188..74257727,1
chr1,150142902,150143902,chr1:150142902..150143902,chr15,74258930,74259930,chr15:74258930..74259930,0
chr1,150138902,150139902,chr1:150138902..150139902,chr15,74254930,74255930,chr15:74254930..74255930,0
chr1,150140902,150141902,chr1:150140902..150141902,chr15,74258930,74259930,chr15:74258930..74259930,0
chr1,150138902,150139902,chr1:150138902..150139902,chr15,74256930,74257930,chr15:74256930..74257930,0
chr1,150951740,150952740,chr1:150951967..150952513,chr15,75109239,75110239,chr15:75109160..75110043,1
chr1,150953740,150954740,chr1:150953740..150954740,chr15,75111239,75112239,chr15:75111239..75112239,0
chr1,150949740,150950740,chr1:150949740..150950740,chr15,75107239,75108239,chr15:75107239..75108239,0
chr1,150951740,150952740,chr1:150951740..150952740,chr15,75111239,75112239,chr15:75111239..75112239,0
chr1,150949740,150950740,chr1:150949740..150950740,chr15,75109239,75110239,chr15:75109239..75110239,0
chr1,186344299,186345299,chr1:186344519..186345079,chr15,50168820,50169820,chr15:50169033..50169608,1
chr1,186346299,186347299,chr1:186346299..186347299,chr15,50170820,50171820,chr15:50170820..50171820,0
chr1,186342299,186343299,chr1:186342299..186343299,chr15,50166820,50167820,chr15:50166820..50167820,0
chr1,186344299,186345299,chr1:186344299..186345299,chr15,50170820,50171820,chr15:50170820..50171820,0
chr1,186342299,186343299,chr1:186342299..186343299,chr15,50168820,50169820,chr15:50168820..50169820,0
chr1,114521357,114522357,chr1:114520876..114522533,chr16,67188903,67189903,chr16:67188885..67190007,1
chr1,114523357,114524357,chr1:114523357..114524357,chr16,67190903,67191903,chr16:67190903..67191903,0
chr1,114519357,114520357,chr1:114519357..114520357,chr16,67186903,67187903,chr16:67186903..67187903,0
chr1,114521357,114522357,chr1:114521357..114522357,chr16,67190903,67191903,chr16:67190903..67191903,0
chr1,114519357,114520357,chr1:114519357..114520357,chr16,67188903,67189903,chr16:67188903..67189903,0
chr1,114520914,114521914,chr1:114521088..114521647,chr16,67180183,67181183,chr16:67180524..67181059,1
chr1,114522914,114523914,chr1:114522914..114523914,chr16,67182183,67183183,chr16:67182183..67183183,0
chr1,114518914,114519914,chr1:114518914..114519914,chr16,67178183,67179183,chr16:67178183..67179183,0
chr1,114520914,114521914,chr1:114520914..114521914,chr16,67182183,67183183,chr16:67182183..67183183,0
chr1,114518914,114519914,chr1:114518914..114519914,chr16,67180183,67181183,chr16:67180183..67181183,0
chr1,114520962,114521962,chr1:114521090..114521743,chr16,67218936,67219936,chr16:67219072..67219909,1
chr1,114522962,114523962,chr1:114522962..114523962,chr16,67220936,67221936,chr16:67220936..67221936,0
chr1,114518962,114519962,chr1:114518962..114519962,chr16,67216936,67217936,chr16:67216936..67217936,0
chr1,114520962,114521962,chr1:114520962..114521962,chr16,67220936,67221936,chr16:67220936..67221936,0
chr1,114518962,114519962,chr1:114518962..114519962,chr16,67218936,67219936,chr16:67218936..67219936,0
chr1,114521630,114522630,chr1:114521824..114522437,chr16,67231982,67232982,chr16:67232233..67232841,1
chr1,114523630,114524630,chr1:114523630..114524630,chr16,67233982,67234982,chr16:67233982..67234982,0
chr1,114519630,114520630,chr1:114519630..114520630,chr16,67229982,67230982,chr16:67229982..67230982,0
chr1,114521630,114522630,chr1:114521630..114522630,chr16,67233982,67234982,chr16:67233982..67234982,0
chr1,114519630,114520630,chr1:114519630..114520630,chr16,67231982,67232982,chr16:67231982..67232982,0
chr1,114635681,114636681,chr1:114635795..114636351,chr16,67188903,67189903,chr16:67189024..67189884,1
chr1,114637681,114638681,chr1:114637681..114638681,chr16,67190903,67191903,chr16:67190903..67191903,0
chr1,114633681,114634681,chr1:114633681..114634681,chr16,67186903,67187903,chr16:67186903..67187903,0
chr1,114635681,114636681,chr1:114635681..114636681,chr16,67190903,67191903,chr16:67190903..67191903,0
chr1,114633681,114634681,chr1:114633681..114634681,chr16,67188903,67189903,chr16:67188903..67189903,0
chr1,114650142,114651142,chr1:114650141..114651043,chr16,67188913,67189913,chr16:67189132..67189782,1
chr1,114652142,114653142,chr1:114652142..114653142,chr16,67190913,67191913,chr16:67190913..67191913,0
chr1,114648142,114649142,chr1:114648142..114649142,chr16,67186913,67187913,chr16:67186913..67187913,0
chr1,114650142,114651142,chr1:114650142..114651142,chr16,67190913,67191913,chr16:67190913..67191913,0
chr1,114648142,114649142,chr1:114648142..114649142,chr16,67188913,67189913,chr16:67188913..67189913,0
chr1,114888860,114889860,chr1:114888946..114889775,chr16,88803364,88804364,chr16:88803451..88804278,1
chr1,114890860,114891860,chr1:114890860..114891860,chr16,88805364,88806364,chr16:88805364..88806364,0
chr1,114886860,114887860,chr1:114886860..114887860,chr16,88801364,88802364,chr16:88801364..88802364,0
chr1,114888860,114889860,chr1:114888860..114889860,chr16,88805364,88806364,chr16:88805364..88806364,0
chr1,114886860,114887860,chr1:114886860..114887860,chr16,88803364,88804364,chr16:88803364..88804364,0
chr1,146714076,146715076,chr1:146714025..146715128,chr16,70910028,70911028,chr16:70910101..70910908,1
chr1,146716076,146717076,chr1:146716076..146717076,chr16,70912028,70913028,chr16:70912028..70913028,0
chr1,146712076,146713076,chr1:146712076..146713076,chr16,70908028,70909028,chr16:70908028..70909028,0
chr1,146714076,146715076,chr1:146714076..146715076,chr16,70912028,70913028,chr16:70912028..70913028,0
chr1,146712076,146713076,chr1:146712076..146713076,chr16,70910028,70911028,chr16:70910028..70911028,0
chr1,147726775,147727775,chr1:147726345..147728130,chr16,71033433,71034433,chr16:71033394..71034407,1
chr1,147728775,147729775,chr1:147728775..147729775,chr16,71035433,71036433,chr16:71035433..71036433,0
chr1,147724775,147725775,chr1:147724775..147725775,chr16,71031433,71032433,chr16:71031433..71032433,0
chr1,147726775,147727775,chr1:147726775..147727775,chr16,71035433,71036433,chr16:71035433..71036433,0
chr1,147724775,147725775,chr1:147724775..147725775,chr16,71033433,71034433,chr16:71033433..71034433,0
chr1,147726782,147727782,chr1:147726894..147727917,chr16,71040132,71041132,chr16:71039801..71041012,1
chr1,147728782,147729782,chr1:147728782..147729782,chr16,71042132,71043132,chr16:71042132..71043132,0
chr1,147724782,147725782,chr1:147724782..147725782,chr16,71038132,71039132,chr16:71038132..71039132,0
chr1,147726782,147727782,chr1:147726782..147727782,chr16,71042132,71043132,chr16:71042132..71043132,0
chr1,147724782,147725782,chr1:147724782..147725782,chr16,71040132,71041132,chr16:71040132..71041132,0
chr1,147726881,147727881,chr1:147727091..147727715,chr16,71035166,71036166,chr16:71035172..71036104,1
chr1,147728881,147729881,chr1:147728881..147729881,chr16,71037166,71038166,chr16:71037166..71038166,0
chr1,147724881,147725881,chr1:147724881..147725881,chr16,71033166,71034166,chr16:71033166..71034166,0
chr1,147726881,147727881,chr1:147726881..147727881,chr16,71037166,71038166,chr16:71037166..71038166,0
chr1,147724881,147725881,chr1:147724881..147725881,chr16,71035166,71036166,chr16:71035166..71036166,0
chr1,46035449,46036449,chr1:46035732..46036385,chr17,76246553,76247553,chr17:76246777..76247330,1
chr1,46037449,46038449,chr1:46037449..46038449,chr17,76248553,76249553,chr17:76248553..76249553,0
chr1,46033449,46034449,chr1:46033449..46034449,chr17,76244553,76245553,chr17:76244553..76245553,0
chr1,46035449,46036449,chr1:46035449..46036449,chr17,76248553,76249553,chr17:76248553..76249553,0
chr1,46033449,46034449,chr1:46033449..46034449,chr17,76246553,76247553,chr17:76246553..76247553,0
chr1,107695451,107696451,chr1:107695763..107696294,chr17,58822779,58823779,chr17:58823018..58823541,1
chr1,107697451,107698451,chr1:107697451..107698451,chr17,58824779,58825779,chr17:58824779..58825779,0
chr1,107693451,107694451,chr1:107693451..107694451,chr17,58820779,58821779,chr17:58820779..58821779,0
chr1,107695451,107696451,chr1:107695451..107696451,chr17,58824779,58825779,chr17:58824779..58825779,0
chr1,107693451,107694451,chr1:107693451..107694451,chr17,58822779,58823779,chr17:58822779..58823779,0
chr1,107819298,107820298,chr1:107818787..107820494,chr17,58822601,58823601,chr17:58822637..58823565,1
chr1,107821298,107822298,chr1:107821298..107822298,chr17,58824601,58825601,chr17:58824601..58825601,0
chr1,107817298,107818298,chr1:107817298..107818298,chr17,58820601,58821601,chr17:58820601..58821601,0
chr1,107819298,107820298,chr1:107819298..107820298,chr17,58824601,58825601,chr17:58824601..58825601,0
chr1,107817298,107818298,chr1:107817298..107818298,chr17,58822601,58823601,chr17:58822601..58823601,0
chr1,108667728,108668728,chr1:108667597..108668448,chr17,58715780,58716780,chr17:58715779..58716782,1
chr1,108669728,108670728,chr1:108669728..108670728,chr17,58717780,58718780,chr17:58717780..58718780,0
chr1,108665728,108666728,chr1:108665728..108666728,chr17,58713780,58714780,chr17:58713780..58714780,0
chr1,108667728,108668728,chr1:108667728..108668728,chr17,58717780,58718780,chr17:58717780..58718780,0
chr1,108665728,108666728,chr1:108665728..108666728,chr17,58715780,58716780,chr17:58715780..58716780,0
chr1,113615095,113616095,chr1:113615336..113615855,chr17,65820993,65821993,chr17:65821115..65821880,1
chr1,113617095,113618095,chr1:113617095..113618095,chr17,65822993,65823993,chr17:65822993..65823993,0
chr1,113613095,113614095,chr1:113613095..113614095,chr17,65818993,65819993,chr17:65818993..65819993,0
chr1,113615095,113616095,chr1:113615095..113616095,chr17,65822993,65823993,chr17:65822993..65823993,0
chr1,113613095,113614095,chr1:113613095..113614095,chr17,65820993,65821993,chr17:65820993..65821993,0
chr1,114888658,114889658,chr1:114888891..114889426,chr17,48156683,48157683,chr17:48156776..48157591,1
chr1,114890658,114891658,chr1:114890658..114891658,chr17,48158683,48159683,chr17:48158683..48159683,0
chr1,114886658,114887658,chr1:114886658..114887658,chr17,48154683,48155683,chr17:48154683..48155683,0
chr1,114888658,114889658,chr1:114888658..114889658,chr17,48158683,48159683,chr17:48158683..48159683,0
chr1,114886658,114887658,chr1:114886658..114887658,chr17,48156683,48157683,chr17:48156683..48157683,0
chr1,114888830,114889830,chr1:114888977..114889684,chr17,71653225,71654225,chr17:71653370..71653907,1
chr1,114890830,114891830,chr1:114890830..114891830,chr17,71655225,71656225,chr17:71655225..71656225,0
chr1,114886830,114887830,chr1:114886830..114887830,chr17,71651225,71652225,chr17:71651225..71652225,0
chr1,114888830,114889830,chr1:114888830..114889830,chr17,71655225,71656225,chr17:71655225..71656225,0
chr1,114886830,114887830,chr1:114886830..114887830,chr17,71653225,71654225,chr17:71653225..71654225,0
chr1,118216970,118217970,chr1:118216963..118217862,chr17,73584798,73585798,chr17:73584879..73585577,1
chr1,118218970,118219970,chr1:118218970..118219970,chr17,73586798,73587798,chr17:73586798..73587798,0
chr1,118214970,118215970,chr1:118214970..118215970,chr17,73582798,73583798,chr17:73582798..73583798,0
chr1,118216970,118217970,chr1:118216970..118217970,chr17,73586798,73587798,chr17:73586798..73587798,0
chr1,118214970,118215970,chr1:118214970..118215970,chr17,73584798,73585798,chr17:73584798..73585798,0
chr1,150951619,150952619,chr1:150951734..150952504,chr17,55320067,55321067,chr17:55320266..55320869,1
chr1,150953619,150954619,chr1:150953619..150954619,chr17,55322067,55323067,chr17:55322067..55323067,0
chr1,150949619,150950619,chr1:150949619..150950619,chr17,55318067,55319067,chr17:55318067..55319067,0
chr1,150951619,150952619,chr1:150951619..150952619,chr17,55322067,55323067,chr17:55322067..55323067,0
chr1,150949619,150950619,chr1:150949619..150950619,chr17,55320067,55321067,chr17:55320067..55321067,0
chr1,152371216,152372216,chr1:152371290..152372081,chr17,53082642,53083642,chr17:53083000..53083606,1
chr1,152373216,152374216,chr1:152373216..152374216,chr17,53084642,53085642,chr17:53084642..53085642,0
chr1,152369216,152370216,chr1:152369216..152370216,chr17,53080642,53081642,chr17:53080642..53081642,0
chr1,152371216,152372216,chr1:152371216..152372216,chr17,53084642,53085642,chr17:53084642..53085642,0
chr1,152369216,152370216,chr1:152369216..152370216,chr17,53082642,53083642,chr17:53082642..53083642,0
chr1,200227371,200228371,chr1:200227737..200228317,chr17,7590961,7591961,chr17:7591079..7591746,1
chr1,200229371,200230371,chr1:200229371..200230371,chr17,7592961,7593961,chr17:7592961..7593961,0
chr1,200225371,200226371,chr1:200225371..200226371,chr17,7588961,7589961,chr17:7588961..7589961,0
chr1,200227371,200228371,chr1:200227371..200228371,chr17,7592961,7593961,chr17:7592961..7593961,0
chr1,200225371,200226371,chr1:200225371..200226371,chr17,7590961,7591961,chr17:7590961..7591961,0
chr1,201481747,201482747,chr1:201481869..201482709,chr17,27506826,27507826,chr17:27507015..27507526,1
chr1,201483747,201484747,chr1:201483747..201484747,chr17,27508826,27509826,chr17:27508826..27509826,0
chr1,201479747,201480747,chr1:201479747..201480747,chr17,27504826,27505826,chr17:27504826..27505826,0
chr1,201481747,201482747,chr1:201481747..201482747,chr17,27508826,27509826,chr17:27508826..27509826,0
chr1,201479747,201480747,chr1:201479747..201480747,chr17,27506826,27507826,chr17:27506826..27507826,0
chr1,203008115,203009115,chr1:203008183..203008978,chr17,65374524,65375524,chr17:65374605..65375443,1
chr1,203010115,203011115,chr1:203010115..203011115,chr17,65376524,65377524,chr17:65376524..65377524,0
chr1,203006115,203007115,chr1:203006115..203007115,chr17,65372524,65373524,chr17:65372524..65373524,0
chr1,203008115,203009115,chr1:203008115..203009115,chr17,65376524,65377524,chr17:65376524..65377524,0
chr1,203006115,203007115,chr1:203006115..203007115,chr17,65374524,65375524,chr17:65374524..65375524,0
chr1,156470684,156471684,chr1:156470782..156471441,chr18,20509753,20510753,chr18:20509791..20510693,1
chr1,156472684,156473684,chr1:156472684..156473684,chr18,20511753,20512753,chr18:20511753..20512753,0
chr1,156468684,156469684,chr1:156468684..156469684,chr18,20507753,20508753,chr18:20507753..20508753,0
chr1,156470684,156471684,chr1:156470684..156471684,chr18,20511753,20512753,chr18:20511753..20512753,0
chr1,156468684,156469684,chr1:156468684..156469684,chr18,20509753,20510753,chr18:20509753..20510753,0
chr1,154989472,154990472,chr1:154989697..154990248,chr19,56164612,56165612,chr19:56164704..56165234,1
chr1,154991472,154992472,chr1:154991472..154992472,chr19,56166612,56167612,chr19:56166612..56167612,0
chr1,154987472,154988472,chr1:154987472..154988472,chr19,56162612,56163612,chr19:56162612..56163612,0
chr1,154989472,154990472,chr1:154989472..154990472,chr19,56166612,56167612,chr19:56166612..56167612,0
chr1,154987472,154988472,chr1:154987472..154988472,chr19,56164612,56165612,chr19:56164612..56165612,0
chr1,172398173,172399173,chr1:172398365..172399140,chr19,46319932,46320932,chr19:46320101..46320764,1
chr1,172400173,172401173,chr1:172400173..172401173,chr19,46321932,46322932,chr19:46321932..46322932,0
chr1,172396173,172397173,chr1:172396173..172397173,chr19,46317932,46318932,chr19:46317932..46318932,0
chr1,172398173,172399173,chr1:172398173..172399173,chr19,46321932,46322932,chr19:46321932..46322932,0
chr1,172396173,172397173,chr1:172396173..172397173,chr19,46319932,46320932,chr19:46319932..46320932,0
chr1,116681381,116682381,chr1:116681465..116682280,chr2,46688255,46689255,chr2:46688520..46689243,1
chr1,116683381,116684381,chr1:116683381..116684381,chr2,46690255,46691255,chr2:46690255..46691255,0
chr1,116679381,116680381,chr1:116679381..116680381,chr2,46686255,46687255,chr2:46686255..46687255,0
chr1,116681381,116682381,chr1:116681381..116682381,chr2,46690255,46691255,chr2:46690255..46691255,0
chr1,116679381,116680381,chr1:116679381..116680381,chr2,46688255,46689255,chr2:46688255..46689255,0
chr1,160070454,160071454,chr1:160070492..160071341,chr2,153031857,153032857,chr2:153031455..153032447,1
chr1,160072454,160073454,chr1:160072454..160073454,chr2,153033857,153034857,chr2:153033857..153034857,0
chr1,160068454,160069454,chr1:160068454..160069454,chr2,153029857,153030857,chr2:153029857..153030857,0
chr1,160070454,160071454,chr1:160070454..160071454,chr2,153033857,153034857,chr2:153033857..153034857,0
chr1,160068454,160069454,chr1:160068454..160069454,chr2,153031857,153032857,chr2:153031857..153032857,0
chr1,185139146,185140146,chr1:185139310..185139983,chr2,106504728,106505728,chr2:106504463..106505452,1
chr1,185141146,185142146,chr1:185141146..185142146,chr2,106506728,106507728,chr2:106506728..106507728,0
chr1,185137146,185138146,chr1:185137146..185138146,chr2,106502728,106503728,chr2:106502728..106503728,0
chr1,185139146,185140146,chr1:185139146..185140146,chr2,106506728,106507728,chr2:106506728..106507728,0
chr1,185137146,185138146,chr1:185137146..185138146,chr2,106504728,106505728,chr2:106504728..106505728,0
chr1,187020436,187021436,chr1:187020635..187021433,chr2,223554907,223555907,chr2:223555025..223555692,1
chr1,187022436,187023436,chr1:187022436..187023436,chr2,223556907,223557907,chr2:223556907..223557907,0
chr1,187018436,187019436,chr1:187018436..187019436,chr2,223552907,223553907,chr2:223552907..223553907,0
chr1,187020436,187021436,chr1:187020436..187021436,chr2,223556907,223557907,chr2:223556907..223557907,0
chr1,187018436,187019436,chr1:187018436..187019436,chr2,223554907,223555907,chr2:223554907..223555907,0
chr1,114888732,114889732,chr1:114888895..114889570,chr20,56784720,56785720,chr20:56784966..56785474,1
chr1,114890732,114891732,chr1:114890732..114891732,chr20,56786720,56787720,chr20:56786720..56787720,0
chr1,114886732,114887732,chr1:114886732..114887732,chr20,56782720,56783720,chr20:56782720..56783720,0
chr1,114888732,114889732,chr1:114888732..114889732,chr20,56786720,56787720,chr20:56786720..56787720,0
chr1,114886732,114887732,chr1:114886732..114887732,chr20,56784720,56785720,chr20:56784720..56785720,0
chr1,114970548,114971548,chr1:114970732..114971479,chr20,17591744,17592744,chr20:17591681..17592578,1
chr1,114972548,114973548,chr1:114972548..114973548,chr20,17593744,17594744,chr20:17593744..17594744,0
chr1,114968548,114969548,chr1:114968548..114969548,chr20,17589744,17590744,chr20:17589744..17590744,0
chr1,114970548,114971548,chr1:114970548..114971548,chr20,17593744,17594744,chr20:17593744..17594744,0
chr1,114968548,114969548,chr1:114968548..114969548,chr20,17591744,17592744,chr20:17591744..17592744,0
chr1,115582797,115583797,chr1:115583017..115583550,chr20,47521294,47522294,chr20:47521393..47522195,1
chr1,115584797,115585797,chr1:115584797..115585797,chr20,47523294,47524294,chr20:47523294..47524294,0
chr1,115580797,115581797,chr1:115580797..115581797,chr20,47519294,47520294,chr20:47519294..47520294,0
chr1,115582797,115583797,chr1:115582797..115583797,chr20,47523294,47524294,chr20:47523294..47524294,0
chr1,115580797,115581797,chr1:115580797..115581797,chr20,47521294,47522294,chr20:47521294..47522294,0
chr1,116306878,116307878,chr1:116306960..116307871,chr20,50416186,50417186,chr20:50416408..50416965,1
chr1,116308878,116309878,chr1:116308878..116309878,chr20,50418186,50419186,chr20:50418186..50419186,0
chr1,116304878,116305878,chr1:116304878..116305878,chr20,50414186,50415186,chr20:50414186..50415186,0
chr1,116306878,116307878,chr1:116306878..116307878,chr20,50418186,50419186,chr20:50418186..50419186,0
chr1,116304878,116305878,chr1:116304878..116305878,chr20,50416186,50417186,chr20:50416186..50417186,0
chr1,116681520,116682520,chr1:116681785..116682367,chr20,50677375,50678375,chr20:50677614..50678228,1
chr1,116683520,116684520,chr1:116683520..116684520,chr20,50679375,50680375,chr20:50679375..50680375,0
chr1,116679520,116680520,chr1:116679520..116680520,chr20,50675375,50676375,chr20:50675375..50676375,0
chr1,116681520,116682520,chr1:116681520..116682520,chr20,50679375,50680375,chr20:50679375..50680375,0
chr1,116679520,116680520,chr1:116679520..116680520,chr20,50677375,50678375,chr20:50677375..50678375,0
chr1,116903039,116904039,chr1:116903090..116904063,chr20,50416560,50417560,chr20:50416774..50417346,1
chr1,116905039,116906039,chr1:116905039..116906039,chr20,50418560,50419560,chr20:50418560..50419560,0
chr1,116901039,116902039,chr1:116901039..116902039,chr20,50414560,50415560,chr20:50414560..50415560,0
chr1,116903039,116904039,chr1:116903039..116904039,chr20,50418560,50419560,chr20:50418560..50419560,0
chr1,116901039,116902039,chr1:116901039..116902039,chr20,50416560,50417560,chr20:50416560..50417560,0
chr1,167035517,167036517,chr1:167035535..167036545,chr20,6799949,6800949,chr20:6799782..6800734,1
chr1,167037517,167038517,chr1:167037517..167038517,chr20,6801949,6802949,chr20:6801949..6802949,0
chr1,167033517,167034517,chr1:167033517..167034517,chr20,6797949,6798949,chr20:6797949..6798949,0
chr1,167035517,167036517,chr1:167035517..167036517,chr20,6801949,6802949,chr20:6801949..6802949,0
chr1,167033517,167034517,chr1:167033517..167034517,chr20,6799949,6800949,chr20:6799949..6800949,0
chr1,167035517,167036517,chr1:167035549..167036409,chr20,7907115,7908115,chr20:7907309..7907891,1
chr1,167037517,167038517,chr1:167037517..167038517,chr20,7909115,7910115,chr20:7909115..7910115,0
chr1,167033517,167034517,chr1:167033517..167034517,chr20,7905115,7906115,chr20:7905115..7906115,0
chr1,167035517,167036517,chr1:167035517..167036517,chr20,7909115,7910115,chr20:7909115..7910115,0
chr1,167033517,167034517,chr1:167033517..167034517,chr20,7907115,7908115,chr20:7907115..7908115,0
chr1,167035517,167036517,chr1:167035586..167036455,chr20,6809215,6810215,chr20:6809572..6810073,1
chr1,167037517,167038517,chr1:167037517..167038517,chr20,6811215,6812215,chr20:6811215..6812215,0
chr1,167033517,167034517,chr1:167033517..167034517,chr20,6807215,6808215,chr20:6807215..6808215,0
chr1,167035517,167036517,chr1:167035517..167036517,chr20,6811215,6812215,chr20:6811215..6812215,0
chr1,167033517,167034517,chr1:167033517..167034517,chr20,6809215,6810215,chr20:6809215..6810215,0
chr1,198654935,198655935,chr1:198655152..198656059,chr20,57022541,57023541,chr20:57022602..57023579,1
chr1,198656935,198657935,chr1:198656935..198657935,chr20,57024541,57025541,chr20:57024541..57025541,0
chr1,198652935,198653935,chr1:198652935..198653935,chr20,57020541,57021541,chr20:57020541..57021541,0
chr1,198654935,198655935,chr1:198654935..198655935,chr20,57024541,57025541,chr20:57024541..57025541,0
chr1,198652935,198653935,chr1:198652935..198653935,chr20,57022541,57023541,chr20:57022541..57023541,0
chr1,217221359,217222359,chr1:217221528..217222278,chr20,49076786,49077786,chr20:49077016..49077556,1
chr1,217223359,217224359,chr1:217223359..217224359,chr20,49078786,49079786,chr20:49078786..49079786,0
chr1,217219359,217220359,chr1:217219359..217220359,chr20,49074786,49075786,chr20:49074786..49075786,0
